	file	left	right	target	token_id	type
100	de_morgen_20020309_01_71	- verwijst een cliché naar die werkelijkheid , het is een virtuele realiteit . Het	( niet langer het gemeenschappelijke , maar het akelige , het slechte ) van de	gemene	gemeen/adj/de_morgen_20020309_01_71/284	gemeen/adj
101	de_morgen_20020309_01_71	zijn voor hem wezenlijk . Zijn foto's zijn het tegendeel van het cliché : niet	en oppervlakkig , maar altijd bijzonder en gelaagd , nooit bevestigend en geruststellend , maar	gemeen	gemeen/adj/de_morgen_20020309_01_71/751	gemeen/adj
102	volkskrant_19990730_70	. De ' troonsbestijging ' van Christus had al eerder plaatsgevonden . Een werkelijk schitterende	hof-hiërarchie wordt zichtbaar . De verzichtbaring van het gehoorde - dat is geschiedenis van de	hemelse	hemels/adj/volkskrant_19990730_70/536	hemels/adj
103	de_morgen_20030408_01_83	Laïs schuift instrumenten opzij en hijst man aan boord	stemmenpracht van het trio valt hier in haar puurste en meest dynamische vorm te bewonderen	Harmonische	harmonisch/adj/de_morgen_20030408_01_83/10	harmonisch/adj
104	de_morgen_20030408_01_83	luid vonden , zullen aan A la capella hun hart kunnen ophalen , want de	stemmenpracht van Jorunn Bauweraerts , Annelies Brosens en Nathalie Delcroix valt hier in haar puurste	harmonische	harmonisch/adj/de_morgen_20030408_01_83/160	harmonisch/adj
105	volkskrant_20040416_135	Verheul met eigen ogen ' die vonk of zo u wilt die aanwezigheid van iets	( hoorde en zag ) , waarmee sinds de oudheid de kern van het begrip	goddelijks	goddelijk/adj/volkskrant_20040416_135/522	goddelijk/adj
106	algemeen_dagblad_20020215_107	"geloven , ben ik een soort supermens 	 , zei hij . 	 Mij worden"	"eigenschappen toegedicht . 	 Milosevic had drieënhalf uur gesproken toen de zitting werd verdaagd ."	goddelijke	goddelijk/adj/algemeen_dagblad_20020215_107/359	goddelijk/adj
107	parool_20040316_54	Dolores Brewster maakt een	broodje groen . Ook haar hete kip met komkommersalade , met rode ui , spaanse	gemeen	gemeen/adj/parool_20040316_54/5	gemeen/adj
108	nrc_handelsblad_19991224_40	Dat wilde ik wel , maar ik heb hem ook verteld dat ik het een	"streek bleef vinden . 	 Na de interland werd er door de bestuurders vergaderd over"	gemene	gemeen/adj/nrc_handelsblad_19991224_40/353	gemeen/adj
109	de_standaard_19990212_01_0	mooier figuur . Het hield je organen op hun plaats en beschermde de borsten tegen	schokken . De ideale taille had de omtrek van een dessertbord . Aan het einde	gemene	gemeen/adj/de_standaard_19990212_01_0/1580	gemeen/adj
110	nrc_handelsblad_20000211_168	. En dit keer zijn de rackets volledig interactief , zodat je de bal een	draai kunt meegeven . Kiezen sommige uitgevers voor het updaten van klassieke spellen om ze	gemene	gemeen/adj/nrc_handelsblad_20000211_168/396	gemeen/adj
111	het_nieuwsblad_20001211_01_303	rooster gelegd door twee ex-missen . 22.42 uur : Brunhilde samen met andere finalisten in	ijswereld . 22.53 uur : Sensuele dans op de Mission Impossible-sound . 23.05 uur :	hemelse	hemels/adj/het_nieuwsblad_20001211_01_303/159	hemels/adj
112	volkskrant_19990522_100	onderzoeksmateriaal consequent met twee hoofdletters , waardoor het Jonge Talent na verloop van leestijd iets	krijgt . Kan het ook mooier ? Topopleiding , banen voor het uitkiezen , een	goddelijks	goddelijk/adj/volkskrant_19990522_100/298	goddelijk/adj
113	nrc_handelsblad_20000922_103	in de plaats . Zo'n draak had , als hij nog klein was , een	trekje , wist men . Dat kon hij doen nadat hij zich , glibberig van	gemeen	gemeen/adj/nrc_handelsblad_20000922_103/390	gemeen/adj
114	algemeen_dagblad_20000731_27	. Dans is nog altijd de vervulling van mijn bestaan , en dus een beetje	". Dag , misschien tot ziens ! 	 De fax werd de aanleiding voor een"	goddelijk	goddelijk/adj/algemeen_dagblad_20000731_27/126	goddelijk/adj
115	volkskrant_20011117_223	gang door de zwenking van de opportunist Leicester die door acteur Xander Straat geestig ,	en helder wordt waargemaakt . Na een vonkende confrontatie tussen de twee vorstinnen , waarin	gemeen	gemeen/adj/volkskrant_20011117_223/358	gemeen/adj
116	volkskrant_20040116_142	van hen heeft zijn beslommeringen en angsten , maar hun belevenissen sluiten op een wonderlijk	manier op elkaar aan . Ze komen hetzelfde boek tegen , dezelfde tentoonstelling en luisteren	harmonische	harmonisch/adj/volkskrant_20040116_142/29	harmonisch/adj
117	de_morgen_20031211_01_29	Zo snel is alles leeggehaald . Maar niemand die de actie van de vissers niet	is , luidt het . En die gratis vis , ja , dat is mooi	genegen	genegen/adj/de_morgen_20031211_01_29/580	genegen/adj
118	het_laatste_nieuws_20010727_01_180	wei . We overnachten in de huifkar of zetten ergens een tentje neer . Gewoon	. We genieten van de vrijheid . andquot; Voeder Johan Verwer en zijn vrouw Lea	goddelijk	goddelijk/adj/het_laatste_nieuws_20010727_01_180/238	goddelijk/adj
119	parool_20011231_119	en klepperend keukengerei . Daarbij introduceerde Kaly Jag de gitaar en de accordeon waarmee een	dimensie aan de muziek werd toegevoegd . De vier leden van de jongere formatie Romano	harmonische	harmonisch/adj/parool_20011231_119/228	harmonisch/adj
120	de_morgen_19990814_01_94	vermoeden over wat er in de Guinese gevangenissen gebeurt met politieke opposanten en criminelen van	recht . Een man die vier jaar opgesloten was omdat hij tijdens een betoging met	gemeen	gemeen/adj/de_morgen_19990814_01_94/2073	gemeen/adj
121	parool_20000110_121	Geen wonder dat de kerstening in het dorp voorspoedig verliep . De Papoea's hadden het	wonder nu immers zelf aanschouwd ! Zo ongeveer moet het onze overgrootouders zijn vergaan toen	goddelijk	goddelijk/adj/parool_20000110_121/314	goddelijk/adj
122	nrc_handelsblad_20011102_157	je daar nu nog druk om te maken . Ook voor zoiets als een `	recht ' van de overheid is bij hem geen plaats , hij noemt het niet	goddelijk	goddelijk/adj/nrc_handelsblad_20011102_157/836	goddelijk/adj
123	de_standaard_20010317_01_41	Donau . De joodse geschiedenis van Boedapest - dat in het Horthy-tijdperk door de anti-semieten	Judapest werd genoemd - is een verhaal op zich . Hoewel de joden als ervaren	gemeen	gemeen/adj/de_standaard_20010317_01_41/1834	gemeen/adj
124	nrc_handelsblad_20010618_117	én buurman van Slava , voor wie Rostropovitsj en zijn muzikale gevolg een monument van	inspiratie oprichtten . Dat de streek van de volledig door de muziek geabsorbeerde maestro soms	goddelijke	goddelijk/adj/nrc_handelsblad_20010618_117/431	goddelijk/adj
125	parool_20020831_63	Dan Aykroyd is amusant als de verstrooide professor en Kim Basinger werpt erg komisch haar	lichaam in de strijd , maar een overdosis sentiment haalt de vaart uit de grappen	hemelse	hemels/adj/parool_20020831_63/1211	hemels/adj
126	nrc_handelsblad_20000310_142	in Mbengue ( Ivoorkust ) . Voor geslaagde heren in de politiek wordt een bijna	respect in acht genomen in Afrika . Waarom bij dageraad opstaan als het maar drie	goddelijk	goddelijk/adj/nrc_handelsblad_20000310_142/25	goddelijk/adj
127	nrc_handelsblad_20000310_142	onder het Grote Man syndroom . Voor geslaagde heren in de politiek wordt een bijna	respect in acht genomen . Zelfs als het een gehate politicus is . Veel Afrikaanse	goddelijk	goddelijk/adj/nrc_handelsblad_20000310_142/1142	goddelijk/adj
128	het_laatste_nieuws_20010209_01_377	voordeel voor ons was ook dat de gemeente Beersel van in andapos;t begin het dossier	was en volop meewerkte . Aan de werken is een prijskaartje verbonden van 16,5 miljoen	genegen	genegen/adj/het_laatste_nieuws_20010209_01_377/141	genegen/adj
129	de_morgen_20001206_01_94	slechte nummers spreken . Je kunt alleen spreken van slechte uitvoeringen . Natuurlijk is de	structuur van een lied van bijvoorbeeld Gershwin complexer . Het is bijna klassieke muziek .	harmonische	harmonisch/adj/de_morgen_20001206_01_94/567	harmonisch/adj
130	de_morgen_20030630_01_147	meezingen . Zijn eigen rauwe , hese stem klonk als een sputterende auto bij de	tonen van Francavilla . Een alerte band speelde voortdurend in op de grillige commando's van	hemelse	hemels/adj/de_morgen_20030630_01_147/119	hemels/adj
131	nrc_handelsblad_20020418_46	41 , Den Haag . Di-zo 11-17u. Mexico Met 250 voorwerpen is Mexico , een	reis een van de grootste exposities ooit van pre-Colombiaanse Mexicaanse kunst . In het eerste	goddelijke	goddelijk/adj/nrc_handelsblad_20020418_46/529	goddelijk/adj
132	nrc_handelsblad_20020418_46	laatste twee zalen iets gemoedelijker , met terracotta dierren en groenten . Mexico , een	reis t/m 30 juni in de Nieuwe Kerk , Dam , Amsterdam . 10-18u ,	goddelijke	goddelijk/adj/nrc_handelsblad_20020418_46/610	goddelijk/adj
133	parool_20000219_11	handen . Eindelijk ! Let's go negative ! Onmiddellijk werd opdracht gegeven de reeds voorgefabriceerde	, negatiefste spotjes over McCain direct uit te zenden . McCain was immers begonnen ,	gemeenste	gemeen/adj/parool_20000219_11/790	gemeen/adj
134	volkskrant_20020228_164	WK-kwalificaties dit project mogelijk hebben gemaakt ' , staat er op de homepage . Heel	. Maar Sigl meent het niet zo slecht ( of dekt zich goed in tegen	gemeen	gemeen/adj/volkskrant_20020228_164/229	gemeen/adj
135	de_standaard_20040614_01_144	Michel ( MR ) : Verhofstadt niet verzwaktVice-premier Louis Michel is een federale herschikking niet	". Volgens hem is premier Guy Verhofstadt niet verzwakt uit de verkiezingen gekomen . 	"	genegen	genegen/adj/de_standaard_20040614_01_144/1082	genegen/adj
136	de_morgen_20010801_01_54	hem dopen . De T-Rex is de overwinnaar van een heftig watergevecht en torent ,	"grijnzend , op veertien meter boven de verliezers uit . 	 We zijn er wild"	gemeen	gemeen/adj/de_morgen_20010801_01_54/965	gemeen/adj
137	de_morgen_20020831_01_35	. Tweedehands en exclusief zijn twee begrippen die vandaag goed samengaan , vintage is de	noemer . Een zeldzaam exemplaar op de kop kunnen tikken is een kunst . Het	gemene	gemeen/adj/de_morgen_20020831_01_35/244	gemeen/adj
138	parool_19990212_116	grond na hun schranspartijen , maar dat er koud water op hen valt is géén	straf , maar een eerste foutje in het systeem . Ook over ' schraapzucht en	goddelijke	goddelijk/adj/parool_19990212_116/1844	goddelijk/adj
139	nrc_handelsblad_20000522_95	elixer van alle uppers en downers die een mens maar tot zich kan nemen .	waren toen al de bewegingen van de welopgevoede jongen uit Buenos Aires . ` El	Goddelijk	goddelijk/adj/nrc_handelsblad_20000522_95/198	goddelijk/adj
140	parool_20000711_76	gereden . Hoofdschuddend moest de klimspecialist de Amerikaan laten gaan , die vervolgens in een	stijl van hem wegreed . Jimenez , een klimmer pur-sang , nestelde zich als laatste	goddelijke	goddelijk/adj/parool_20000711_76/616	goddelijk/adj
141	nrc_handelsblad_20001027_153	Doorman de liefde letterlijk bij kop en kont en is zij een erotische worgengel met	proporties geworden . Hij bezingt ` in een braambossentaal ' de vertwijfeling en onversneden lust	goddelijke	goddelijk/adj/nrc_handelsblad_20001027_153/671	goddelijk/adj
142	nrc_handelsblad_19990406_75	en vooral Christel Domen als Viviane schakelt schitterend - van oud naar jong , van	naar lief , van verkrampte huisvrouw naar kontwiegend meisje . En er valt wat te	gemeen	gemeen/adj/nrc_handelsblad_19990406_75/505	gemeen/adj
143	algemeen_dagblad_20000529_131	Westen God van zijn troon hebben gestoten , zijn we vrijheid en democratie tot bijkans	machten gaan verheffen . Toch zijn vrijheid en democratie in de praktijk net zo goed	goddelijke	goddelijk/adj/algemeen_dagblad_20000529_131/819	goddelijk/adj
144	de_morgen_20040807_01_28	en traantjes , hoewel de kampeerauto niet stuk is en het beloofde paradijselijke strand inderdaad	blijkt . Nee , het is het heimwee . Die kan even hard knagen als	hemels	hemels/adj/de_morgen_20040807_01_28/51	hemels/adj
145	de_standaard_20031108_01_41	zijn , laten hun socialistische regeringspartners nu eenmaal gemakkelijker vallen . Groenen die een kartel	zijn , blijven liever Vlaams regeren . Bladzijde 1 : Verwarring over hervorming kieswet	genegen	genegen/adj/de_standaard_20031108_01_41/752	genegen/adj
146	volkskrant_20001214_110	klein , nauwelijks groter dan tien centimeter . ' Groot overweldigt me en heeft iets	. Over het kleine kun je je ontfermen . Het geeft je het gevoel dat	goddelijks	goddelijk/adj/volkskrant_20001214_110/242	goddelijk/adj
147	het_laatste_nieuws_20040306_01_13	de vitrine aan diggelen met een voorhamer . Dankzij een bepaalde techniek kan dat quasi	. Ook het alarm ging niet af . Want dat waren de bewakers vergeten aan	geluidloos	geluidloos/adj/het_laatste_nieuws_20040306_01_13/181	geluidloos/adj
148	volkskrant_19990402_62	, ( Peter Pears , Elly Ameling , Hermann Prey , Fritz Wunderlich ) klinken	. Bovendien doen er geen countertenors mee . Geef mij maar een warme alt ,	hemels	hemels/adj/volkskrant_19990402_62/652	hemels/adj
149	het_laatste_nieuws_20040528_01_181	kunnen coördineren . andquot; Schepen van Mobiliteit Eric Seurynck ( PRO ) is het voorstel	, maar vreest dat het op lange termijn moeilijk is ouders aan te zetten tot	genegen	genegen/adj/het_laatste_nieuws_20040528_01_181/166	genegen/adj
150	nrc_handelsblad_20010927_82	tot de Verenigde Staten . De aanval op Amerika kwam daarom voor Soedan als een	geschenk . Soedan zegt nu dat het destijds gastvrijheid aan Bin Laden verleende omdat hij	hemels	hemels/adj/nrc_handelsblad_20010927_82/440	hemels/adj
151	de_morgen_20040707_01_35	komen . Die absurde weigering om ook maar iets te willen bereiken , vormt een	tegenwicht tegen onze huidige levensstijl . Ik zou willen dat ik aan veel meer verleidingen	goddelijk	goddelijk/adj/de_morgen_20040707_01_35/856	goddelijk/adj
152	nrc_handelsblad_20000410_34	klagen dat de mensen nu nog steeds de problemen niet hadden opgelost . Ondanks hun	inspanningen . Laatst was een hoogleraar oncologie op de televisie , die vertelde dat ook	goddelijke	goddelijk/adj/nrc_handelsblad_20000410_34/526	goddelijk/adj
153	nrc_handelsblad_20031220_41	over een maagd die zwanger was , om onder primitieve omstandigheden te bevallen van een	koningskind	goddelijk	goddelijk/adj/nrc_handelsblad_20031220_41/351	goddelijk/adj
154	de_morgen_19990602_01_40	zou onze soort terugdringen in een hol , verstoken van het licht dat alleen de	verbeelding kan brengen . Licht over Blakes obscure oeuvre werpt vooral zijn manifest The Marriage	goddelijke	goddelijk/adj/de_morgen_19990602_01_40/151	goddelijk/adj
155	het_nieuwsblad_20030730_01_368	for Debbie H. in de groep , Wimmeke Punk verklaarde nogmaals z'n liefde aan de	Barbara Carrera en bracht ook een pakkende versie van de semi-klassieker As the Bottle runs	goddelijke	goddelijk/adj/het_nieuwsblad_20030730_01_368/191	goddelijk/adj
156	parool_19991113_1	"Dat literatuur en politiek geen tegenpolen hoeven te zijn ? 	 Ik begrijp dat Het"	monster en Zwarte tranen als de twee eerste delen van een ambitieuze trilogie er nooit	goddelijke	goddelijk/adj/parool_19991113_1/1004	goddelijk/adj
157	parool_19991113_1	dubbelrollen spelen . Zonder die Shakespeare-training had ik nooit Zwarte tranen kunnen schrijven . Het	monster misschien wel , maar Zwarte tranen niet . Dan had ik bij het begin	goddelijke	goddelijk/adj/parool_19991113_1/1463	goddelijk/adj
158	parool_19991113_1	"schrijver . 	 En Zwarte Tranen is gelukt . 	 Ja . Beter dan Het"	monster . Ieder personage zijn eigen stem , zijn eigen taal . Niks eenheid in	goddelijke	goddelijk/adj/parool_19991113_1/2209	goddelijk/adj
159	de_morgen_19990105_01_48	toorn van orthodox-katholieke en feministische kringen op de hals . Toch jammer dat Wits zijn	roeping voor een aardse inruilt . ( BW ) Het taboe op het opvallend in	hemelse	hemels/adj/de_morgen_19990105_01_48/390	hemels/adj
160	de_morgen_20040821_01_19	landen die minsten één keer goud wonnen . Ahmed Almaktoum zou in zijn land de	status kunnen krijgen , ware het niet dat hij die al heeft . Hij is	goddelijke	goddelijk/adj/de_morgen_20040821_01_19/546	goddelijk/adj
161	de_morgen_20000916_01_96	glipt erdoor en terwijl u die zware deur met grote krachtsinspanning zo langzaam en zo	mogelijk laat dichtvallen , opent u met uw rug de tweede . Het effect is	geluidloos	geluidloos/adj/de_morgen_20000916_01_96/117	geluidloos/adj
162	de_morgen_20020103_01_32	wondermiddeltje is volgens Evan dat we beseffen dat zowel de steen als de ring geen	"voorwerpen zijn maar dat ze door mensen gemaakt werden . Evan : 	 Beide boeken"	goddelijke	goddelijk/adj/de_morgen_20020103_01_32/787	goddelijk/adj
163	algemeen_dagblad_20030807_76	verandert als God hem toestaat tijdelijk zijn plaats in te nemen . Uitgerust met alle	gaven probeert Bruce het onmogelijke te bereiken : het iedereen naar de zin te maken	goddelijke	goddelijk/adj/algemeen_dagblad_20030807_76/18	goddelijk/adj
164	de_standaard_20000906_01_34	smaken . Bovendien vonden de protestantse leiders in Noord-Ierland dat ze de katholieken te zeer	was . David Trimble , de leider van de grootste unionistische partij , eiste haar	genegen	genegen/adj/de_standaard_20000906_01_34/523	genegen/adj
165	volkskrant_20001221_60	de BBC heilig verklaard . Even , zo wordt ons kijkers voorgehouden , daalde de	gerechtigheid neer midden in de goddeloze voetbalwereld . Er leek bijna sprake te zijn van	hemelse	hemels/adj/volkskrant_20001221_60/146	hemels/adj
166	algemeen_dagblad_20020502_156	de John Wayne-moraal zelfs even wankelen . Hoor haar verhaal , terwijl de wraakbeluste brandweerman	toch in eigen boezem tast door zachtjes te verbleken . Ooit was De Terrorist een	geluidloos	geluidloos/adj/algemeen_dagblad_20020502_156/1000	geluidloos/adj
167	nrc_handelsblad_20011013_89	en waar ze met optimaal effect kan schakelen tussen een komisch terzijde en haar bijna	huilen . In de geschakeerde regie van Robert Prager speelt ze een Shirley Valentine die	geluidloze	geluidloos/adj/nrc_handelsblad_20011013_89/360	geluidloos/adj
168	parool_20020521_95	zomaar tegenkomen in een kroeg in Varsseveld . In Zuid-Korea heeft hij al bijna de	status bereikt . Guus is al net zo populair als Kim Jung Il in Noord-Korea	goddelijke	goddelijk/adj/parool_20020521_95/113	goddelijk/adj
169	nrc_handelsblad_20011102_21	Paludanus was niet de enige die zich stoorde aan de rederijkers , die juist hun	inspiratie ter verdediging aanvoerden . Al aan het einde van de zestiende eeuw verschenen er	goddelijke	goddelijk/adj/nrc_handelsblad_20011102_21/439	goddelijk/adj
170	het_nieuwsblad_20040607_01_248	generatie . Om de geschiedenis van Troje te situeren voor al wie het spitse sms-taaltje	is , heeft MSN Messenger , de populaire dienst van Microsoft , de Ilias samengevat	genegen	genegen/adj/het_nieuwsblad_20040607_01_248/48	genegen/adj
171	de_standaard_20010523_01_54	bijwijlen een kathedraal , nog geregeld mag ik er mijn muziekhonger stillen . Dikwijls toverden	solisten en ensembles er klanken uit de hemel , een enkele keer eindigde een concerto	goddelijke	goddelijk/adj/de_standaard_20010523_01_54/85	goddelijk/adj
172	de_morgen_20010130_01_156	zeer intens speelt , is misschien het meest indrukwekkende stuk . Het toont Kaija Saariaho's	denken op zijn subtielst . De muziek draait rond een vaste harmonische as , maar	harmonisch	harmonisch/adj/de_morgen_20010130_01_156/44	harmonisch/adj
173	de_morgen_20010130_01_156	toont Kaija Saariaho's harmonisch denken op zijn subtielst . De muziek draait rond een vaste	"as , maar creëert een vloeiend patroon van ritmes . 	 ( 4 sterren )"	harmonische	harmonisch/adj/de_morgen_20010130_01_156/56	harmonisch/adj
174	parool_20000115_90	van Radames nooit eerder had vertolkt , maar met de partituur in zijn handen een	aria ten beste . Alberto Cupido had zo veel succes dat toen hij na de	goddelijke	goddelijk/adj/parool_20000115_90/541	goddelijk/adj
175	de_morgen_20040612_01_245	volmaakte harmonie . Een haast ideale samenleving . Maar na een aantal generaties verwaterde het	in de bevolking en kreeg de menselijke natuur steeds meer de bovenhand . Atlantis werd	goddelijke	goddelijk/adj/de_morgen_20040612_01_245/111	goddelijk/adj
176	parool_20000606_14	dat de bijna ondraaglijke weemoedigheid die hier wordt opgeroepen , aan scherven zou vallen .	wijst Beethoven hier vooruit naar de wereld van zijn late kwartetten , waarmee nog maar	Harmonisch	harmonisch/adj/parool_20000606_14/797	harmonisch/adj
177	de_morgen_20040817_01_7	wie een leven lang kind blijft en op tijd zijn denken bevriest , zal een	en tevreden bestaan leiden . In september 2002 overleed Berrie Heesen , hij was amper	harmonisch	harmonisch/adj/de_morgen_20040817_01_7/177	harmonisch/adj
178	nrc_handelsblad_20000526_143	Francine Oomen ) . De kinderen vertellen met vlug gebarende handen . Hun monden bewegen	en hun gezicht verandert steeds van uitdrukking , ze leven duidelijk mee met hun verhaal	geluidloos	geluidloos/adj/nrc_handelsblad_20000526_143/232	geluidloos/adj
179	volkskrant_20011213_164	maken . Gezien haar ervaring verbaast het niet dat ze die vooral heeft opgebouwd rond	zangharmonieën , die ze soms helemaal alleen laag voor laag in elkaar heeft gezet .	hemelse	hemels/adj/volkskrant_20011213_164/34	hemels/adj
180	nrc_handelsblad_20000925_58	, de vlucht van de speer , is poëzie : een komma van metaal als	punctuatie . De alchemie van die elegante aanloop , waar de werper over een pad	hemelse	hemels/adj/nrc_handelsblad_20000925_58/456	hemels/adj
181	parool_19990914_32	de moeizame verwerving van land dat in particulier bezit is . Veel boeren blijken weinig	land te verkopen ten behoeve van natuurontwikkelingsgebieden . In het huidige tempo zal de EHS	genegen	genegen/adj/parool_19990914_32/275	genegen/adj
182	het_laatste_nieuws_19990703_01_489	woedden haat en vijandschap tegenover deze gemeenschap , maar nu leven de hervormden in (	) vrede tussen hun roomse buren . Ze hebben een eigen predikant en een eigen	hemelse	hemels/adj/het_laatste_nieuws_19990703_01_489/469	hemels/adj
183	algemeen_dagblad_20010124_54	"Griekse god . 	 Herkenbaarheid staat bij Croisets enscenering voorop . Toch zet hij het"	toneel niet over naar een realistische kantooromgeving , zoals hij eerder wel deed . Ook	hemelse	hemels/adj/algemeen_dagblad_20010124_54/633	hemels/adj
184	algemeen_dagblad_20010124_54	". Is dat niet raar ? 	 Juist niet . Door de vormgeving zo `"	' te laten kun je juist beter concentreren op de taal en op het verhaal	hemels	hemels/adj/algemeen_dagblad_20010124_54/669	hemels/adj
185	de_standaard_20040527_01_75	. Je maakt kennis met alle uithoeken van de taal en de emoties , soms	, soms heel goor en zo ontstaat een totaalgeluid van literatuur . Ik wou in	hemels	hemels/adj/de_standaard_20040527_01_75/383	hemels/adj
186	parool_19990601_89	ritmische patronen . Zodoende verzanden de improvisaties nooit in gepriegel , ondanks het ontbreken van	ondersteuning . De leider begeleidt heel afwisselend : met zowel super-subtiel geveeg als daverend getrommel	harmonische	harmonisch/adj/parool_19990601_89/154	harmonisch/adj
187	de_standaard_19990326_01_21	een visioen door een engel voor de keuze zijn gesteld tussen een werelds en een	koninkrijk . Lazar koos voor het hemelse rijk en maakte daarmee van de Servische natie	hemels	hemels/adj/de_standaard_19990326_01_21/397	hemels/adj
188	de_standaard_19990326_01_21	keuze zijn gesteld tussen een werelds en een hemels koninkrijk . Lazar koos voor het	rijk en maakte daarmee van de Servische natie een uitverkoren natie , die keer op	hemelse	hemels/adj/de_standaard_19990326_01_21/404	hemels/adj
189	parool_20000627_85	. Heel mooi zijn ook de manieren waarop ze met haar viool haar stem van	ondersteuning voorziet , met als een van de hoogtepunten Knife eater/Polykacka nozu , op een	harmonische	harmonisch/adj/parool_20000627_85/279	harmonisch/adj
190	de_morgen_20010116_01_7	"plaats . Uiteindelijk heb ik die plaats toch gekregen . 	 En dan , haast"	": 	 Het is blijkbaar belangrijker veel mensen te kennen dan capabel te zijn ."	geluidloos	geluidloos/adj/de_morgen_20010116_01_7/726	geluidloos/adj
191	nrc_handelsblad_20010227_98	' werken ineens verrassend sfeervol : van somber bij grijs tot weelderig bij groen en	bij blauw . Het belang van die kleuren wordt des te duidelijker in de serie	hemels	hemels/adj/nrc_handelsblad_20010227_98/530	hemels/adj
192	de_standaard_20010222_01_61	eerste zin van het Haagse adoptieverdrag staat dat het kind , voor de volledige en	ontplooiing van zijn persoonlijkheid , moet opgroeien in een gezin , in een sfeer van	harmonische	harmonisch/adj/de_standaard_20010222_01_61/119	harmonisch/adj
193	de_morgen_20010929_01_154	gouden , een zilveren en een bronzen plak . Wie o wie was toch dat	"kind uit Roemenië ? 	 Plots zat de hele wereld achter me aan . Honderden"	hemelse	hemels/adj/de_morgen_20010929_01_154/332	hemels/adj
194	nrc_handelsblad_20021004_34	lachte weinig , en als hij al lachte , leek het meer een grijnzen of	grinniken . En in weerwil van zijn nooit aflatende geldgebrek droeg hij jasjes van een	geluidloos	geluidloos/adj/nrc_handelsblad_20021004_34/163	geluidloos/adj
195	het_nieuwsblad_20010516_01_409	"Ring Shopping . 	 Ook bij de familie Mesdom uit Kortrijk zijn ze de idee"	"om een fietsstalling te plaatsen in het centrum van de stad . 	 Waarom niet"	genegen	genegen/adj/het_nieuwsblad_20010516_01_409/381	genegen/adj
196	het_nieuwsblad_19990913_01_46	"mans leven . 	 Ze verstaan elkaar met een half woord . En wat een"	onderlinge maanstanden ! Zijn maan staat in de Leeuw , die van haar in Boogschutter	harmonische	harmonisch/adj/het_nieuwsblad_19990913_01_46/137	harmonisch/adj
197	de_morgen_19990830_01_42	vrij spel . Dat leidde uiteindelijk tot een resultaat dat de Franse regering niet erg	is . Minister van Binnenlandse Zaken Chevènement had het in de krant Le Monde zaterdag	genegen	genegen/adj/de_morgen_19990830_01_42/340	genegen/adj
198	volkskrant_19990208_14	De '	muziek ' die de luisteraar vanavond in het Amsterdamse Concertgebouw begeleid door kalmerende lichtstralen in	hemelse	hemels/adj/volkskrant_19990208_14/3	hemels/adj
199	algemeen_dagblad_19990402_53	"werknemers - hoort andere geluiden van werkgevers . 	 Weinig werkgevers zijn er echt toe"	"om uit bepaalde kringen een vervanger te zoeken 	 , zegt Elly Claessen , directeur"	genegen	genegen/adj/algemeen_dagblad_19990402_53/556	genegen/adj
200	algemeen_dagblad_19990113_77	bij de huwelijksinzegening kampen met een zware erectie . Tot nu toe was Disney niet	om de beeldgrappen toe te geven . Men ziet wat men wil zien , was	genegen	genegen/adj/algemeen_dagblad_19990113_77/247	genegen/adj
