	file	left	right	target	token_id	type
201	de_standaard_19990527_01_62	haar straf-na-de-bijna-dood is , een straf voor de vanzelfsprekendheid waarmee ze genoten heeft van haar	dagen , die ze zelf in kleuren percipieerde , met karmijnrode gesprekken en okeren lunchpauzes	harmonische	harmonisch/adj/de_standaard_19990527_01_62/504	harmonisch/adj
202	parool_20000415_77	Na een ' rouwperiode ' die drie jaar duurde , kreeg Kim alsnog het '	mandaat ' om zijn vader op te volgen . Met zijn benoeming tot secretaris-generaal van	hemelse	hemels/adj/parool_20000415_77/790	hemels/adj
203	algemeen_dagblad_20000603_205	het lijden van haar zoon . Spaanse schilders gebruikten de bloem als zinnebeeld van de	koningin en van de onbevlekte ontvangenis . De witte madonnalelie , samen met de roos	hemelse	hemels/adj/algemeen_dagblad_20000603_205/215	hemels/adj
204	algemeen_dagblad_20000603_205	- maeghdelieve in Oud-Nederlands - is het een symbool van onschuld en zuiverheid , een	bloem die nooit verwelkt . Het rood in de bloemblaadjes is een zinnebeeld van de	hemelse	hemels/adj/algemeen_dagblad_20000603_205/823	hemels/adj
205	de_standaard_20001110_01_9	blijven komen . Veel verenigingen vergaderen hier , de lokale middenstand is het café heel	", en ook de oudere bewoners van het plein vallen wel eens binnen . 	"	genegen	genegen/adj/de_standaard_20001110_01_9/2468	genegen/adj
206	het_laatste_nieuws_20031115_01_208	aan op meer communicatie tussen de verschillende stadsdiensten . De Jeugdraad , die het initiatief	is , kan de partijen mogelijk rond de tafel krijgen voor een babbel . Ondertussen	genegen	genegen/adj/het_laatste_nieuws_20031115_01_208/266	genegen/adj
207	parool_20010310_100	uit heel ander hout gesneden . Ze bekennen zich niet tot het rooms-katholicisme als een	of wereldlijke heilsleer , maar als hoogst persoonlijk geloof waarin ze vooral de rituelen ,	hemelse	hemels/adj/parool_20010310_100/579	hemels/adj
208	de_morgen_19991210_01_49	de klok rond met De Tijdloze . Liefst twaalf uur lang lanceert de jongerenzender '	muziek ' , geheel gekozen door de luisteraars . Al meer dan zesduizend luisteraars hebben	hemelse	hemels/adj/de_morgen_19991210_01_49/150	hemels/adj
209	algemeen_dagblad_20021016_75	nieuwe held met nieuwe krachten , laat het er niet bij zitten . Verzekerd van	hulp en toegerust met een flitsende katana , hakt hij er op de Playstation 2	hemelse	hemels/adj/algemeen_dagblad_20021016_75/86	hemels/adj
210	de_standaard_20030612_01_28	aan de eigen bevolking zeer belangrijk is . De meeste inwoners zijn het concert zeer	", maar soms wordt het hen wel allemaal een beetje te veel . 	 De"	genegen	genegen/adj/de_standaard_20030612_01_28/230	genegen/adj
211	het_nieuwsblad_20010728_01_49	regio Oostende-Knokke-Brugge . Het stadsbestuur van Oostende dat een gelijke-kansenbeleid propageert , was dat voorstel	", maar de administratie van het Vlaams Gewest geeft geen toelating . 	 Jammer 	"	genegen	genegen/adj/het_nieuwsblad_20010728_01_49/121	genegen/adj
212	de_morgen_20040731_01_119	dat zij ( de andere stamgasten in The Coke ) nooit mochten weten dat dit	lawaai bestond . Dit was onze muziek . Wie die kende , hoorde erbij .	hemelse	hemels/adj/de_morgen_20040731_01_119/799	hemels/adj
213	volkskrant_19990717_129	andere specialismen is uitstekend . Wij doen dus niet aan inkomensharmonisatie omdat wij in een	model werken . Ooit wel ? Ik zeg nooit nooit , maar als de situatie	harmonisch	harmonisch/adj/volkskrant_19990717_129/1255	harmonisch/adj
214	de_morgen_19990619_01_67	, en de keuze tussen een overwinning op het slagveld en eeuwig leven in Gods	koninkrijk gegeven werd . Toen Lazar voor het hemelse koninkrijk koos , werd Serviës fysieke	hemelse	hemels/adj/de_morgen_19990619_01_67/156	hemels/adj
215	de_morgen_19990619_01_67	slagveld en eeuwig leven in Gods hemelse koninkrijk gegeven werd . Toen Lazar voor het	koninkrijk koos , werd Serviës fysieke verlies een geestelijke overwinning . Hedendaagse mythemakers in de	hemelse	hemels/adj/de_morgen_19990619_01_67/165	hemels/adj
216	de_morgen_20021123_01_63	. Wat ons meteen nog meer motiveert om de koningsgedachte van de eengemaakte Belgische radio	"te zijn 	 , vindt Mark Coenen . Tijdens zomerfestivals wordt zowel met Radio 21"	genegen	genegen/adj/de_morgen_20021123_01_63/314	genegen/adj
217	de_standaard_20010127_01_123	de frisheid van de muzikale inspiratie , de van begin tot einde volgehouden melodische ,	en dramatische spanning of de treffende psychologische uitwerking van de personages . Beslist niet de	harmonische	harmonisch/adj/de_standaard_20010127_01_123/848	harmonisch/adj
218	parool_20000819_94	is alleen maar ritmisch , leuk als je van dansen houdt , maar melodisch of	valt er niets te beleven . Oh ja hoor , sommige jongeren zullen me best	harmonisch	harmonisch/adj/parool_20000819_94/1677	harmonisch/adj
219	volkskrant_20031219_84	ligt in de muziektheorie.Het project van zwerver Vic heeft dezelfde naam als een muziektheorie over	structuren en identiteiten . En dat is niet toevallig . Ook Vic is een individu	harmonische	harmonisch/adj/volkskrant_20031219_84/60	harmonisch/adj
220	nrc_handelsblad_20011121_107	op zeer aansprekende wijze de transcendentale wending in de Missa solemnis . Met die verstilde	gloed , zou men het werk ook kunnen interpreteren als een Requiem - het eindigt	hemelse	hemels/adj/nrc_handelsblad_20011121_107/450	hemels/adj
221	de_standaard_20040109_01_61	een verschil met onze stugge landgenoten . Het gaat daarbij niet zozeer om de meestal	bouw van deze mensen hier , resultaat van eeuwenlange rassenvermenging van Afrikanen , Indianen ,	harmonische	harmonisch/adj/de_standaard_20040109_01_61/403	harmonisch/adj
222	de_standaard_20020406_01_42	zelfs op het ridicule af : soaps en reclamespots tonen mensen van alle etnische achtergronden	met elkaar samenlevend , maar als je in de echte wereld om je heen kijkt	harmonisch	harmonisch/adj/de_standaard_20020406_01_42/216	harmonisch/adj
223	de_standaard_20020608_01_45	toevallig niet in . Wel dauw . Daar lezen we dan , onder andere :	, vers , zoet , zuiver , druppend , lieflijk en zo meer . 't	hemels	hemels/adj/de_standaard_20020608_01_45/198	hemels/adj
224	de_morgen_19990920_01_107	moest . Geen enkel instrument klonk zoals hun bedenkers het hadden bedoeld en ook de	zang van Sofie Buyck en Roos Van Acker , dé troefkaart van het gezelschap ,	harmonische	harmonisch/adj/de_morgen_19990920_01_107/292	harmonisch/adj
225	de_morgen_19990920_01_107	concert op den duur gereduceerd werd tot een onsmakelijk promotiebezoek . Nochtans waren met de	harmonieën , verstrengelende gitaren en een stuwende baritonsax alle ingrediënten aanwezig om er een lange	hemelse	hemels/adj/de_morgen_19990920_01_107/785	hemels/adj
226	de_morgen_20031129_01_60	Paraty langzaam gewekt door nieuwe schattenjagers , op zoek naar rust en ontspanning in een	decor . Door Evy Ballegeer ' Paraty ' , zo staat op het scheefgezakte bord	hemels	hemels/adj/de_morgen_20031129_01_60/65	hemels/adj
227	de_morgen_20031129_01_60	onvrijwillig nudist . Maar dat is dan ook het enige waar je je op deze	plek zorgen over kunt maken.n INFO www.braziltourism.org , www.paraty.com.br Het 17de-eeuwse dorpje zit geklemd tussen	hemelse	hemels/adj/de_morgen_20031129_01_60/1654	hemels/adj
228	de_morgen_20000506_01_129	worden niet op die wijze vervolgd . Als ik met mensen praat die Knoll niet	zijn , wordt zij met van haat trillende stem ' de heks ' genoemd .	genegen	genegen/adj/de_morgen_20000506_01_129/1537	genegen/adj
229	het_laatste_nieuws_19990108_01_104	. Dit welzijn kon en moest door de overheid bevorderd worden via het scheppen van	levensomstandigheden voor de burgers . andquot; Zo ook herinner ik me Pol Gelaude andquot; ,	harmonische	harmonisch/adj/het_laatste_nieuws_19990108_01_104/230	harmonisch/adj
230	parool_19990623_121	de sfeer in zowel oud- als nieuwbouw is ruim , zakelijk , sereen en prettig	. Het Van Gogh Museum met zijn talloze nieuwe tentoonstellingszalen is klaar voor de toekomst	harmonisch	harmonisch/adj/parool_19990623_121/2292	harmonisch/adj
231	het_laatste_nieuws_20021119_01_108	ZWEVEGEM/KORTRIJK - De mini-onderneming Klei@rt van het Sint-Amandsinstituut uit Kortrijk is het crea-atelier Sueva heel	. Gedelegeerd bestuurder Kim Goeman overhandigde Willy Cosaert van Sueva een cheque van 200 euro	genegen	genegen/adj/het_laatste_nieuws_20021119_01_108/21	genegen/adj
232	de_morgen_20040920_01_131	dikwijls niet meer aankunnen . Belangrijker is echter dat dat objectieve verschil in vocale ,	structuur een sterke psychologische inslag heeft op de luisteraar . De geloofsbetuigingen , jubelpoëzie en	harmonische	harmonisch/adj/de_morgen_20040920_01_131/413	harmonisch/adj
233	de_standaard_20021130_01_97	verf via een heel gedifferentieerde typering . Alleen in de Vierde Sonate vloeien de delen	in elkaar . De klavecimbelmuziek van Thomas Arne behoort niet tot het meest inventieve repertoire	harmonisch	harmonisch/adj/de_standaard_20021130_01_97/114	harmonisch/adj
234	volkskrant_19990501_133	een feeërieke stralenkrans van lichtende sprieten en breed uitwaaierende zilverwitte vlammen en tongen . Een	, verstilde pracht die zich heel even openbaart aan de sprakeloze toeschouwers op aarde .	geluidloze	geluidloos/adj/volkskrant_19990501_133/754	geluidloos/adj
235	parool_20031118_110	eerst drie instrumentale delen ( waarvan met name het inleidende Allegro opvalt vanwege zeer krasse	dissonanten ) , gevolgd door tweemaal een recitatief plus aria , van goede kwaliteit bovendien	harmonische	harmonisch/adj/parool_20031118_110/118	harmonisch/adj
236	het_nieuwsblad_20030908_01_402	en voeten . Alle atleten kregen dan ook van de honderden toeschouwers een warm en	applaus voor hun prestaties en doorzettingsvermogen .	genegen	genegen/adj/het_nieuwsblad_20030908_01_402/339	genegen/adj
237	het_nieuwsblad_20000608_01_618	barsten in een rijkdom van klanken . Geen platgetreden paden voor deze jongens . De	stem van Ludo Van Deau vervolledigt het geheel . Vera Coomans , de voormalige zangeres	hemelse	hemels/adj/het_nieuwsblad_20000608_01_618/182	hemels/adj
238	de_standaard_19990930_01_76	bracht de Nederlandse kampioen in de tweede helft verdiend voor . Silva zorgde met een	afstandschot in de slotfase voor de gelijkmaker . Weer geen overwinning voor Holland dus .	hemels	hemels/adj/de_standaard_19990930_01_76/360	hemels/adj
239	de_standaard_20031030_01_97	geregeld in het oorlogsverloop in : uiteraard duivelse geesten ten gunste van de Saracenen en	gezanten ten gunste van Godfried . Op dit punt is een vergelijking tussen Ariosto's Razende	hemelse	hemels/adj/de_standaard_20031030_01_97/1134	hemels/adj
240	de_morgen_20041129_01_24	"Dag bleek dat ook CD&V-voorzitter Jo Vandeurzen en VLD-voorzitter Bart Somers 	 het principe 	"	"zijn . Vandeurzen zei het zo : 	 Als de marktwerking de prijs kan drukken"	genegen	genegen/adj/de_morgen_20041129_01_24/253	genegen/adj
241	parool_20001211_25	mooi was , wisten we al sinds 1997 . Ook nu troffen de traag verglijdende	velden doel met halo's van wrijvende kwarttonen en snijdende flageoletten . Als de ultieme eenzaamheid	harmonische	harmonisch/adj/parool_20001211_25/85	harmonisch/adj
242	parool_20001211_25	van Klaas de Vries . Verrassend was dat niet . De Vries kan prachtig verglijdende	velden neerzetten , dat weten we van eerdere werken . De verrassing school daarom in	harmonische	harmonisch/adj/parool_20001211_25/131	harmonisch/adj
243	parool_20001211_25	is het , dat nog verder uit koers dreigt te raken door de volkomen vervreemdende	rol die kwarttoonsinflecties hier spelen . Preludium lijkt in een notendop een nieuw terrein te	harmonische	harmonisch/adj/parool_20001211_25/177	harmonisch/adj
244	het_nieuwsblad_19990311_01_371	de garagehouder , lokale politie en rijkswacht . Burgemeester Pieter De Crem is Herbrants voorstel	". 	 Er worden in onze ipz weinig moto's gestolen . Toch is het een"	genegen	genegen/adj/het_nieuwsblad_19990311_01_371/206	genegen/adj
245	het_laatste_nieuws_20011123_01_338	, sexy en pikant . Ze heeft een ongelofelijke uitstraling , een mooi figuur en	benen . Miss Bambi is vriendelijk , maar - heren - ze is niet op	hemelse	hemels/adj/het_laatste_nieuws_20011123_01_338/205	hemels/adj
246	de_standaard_20020725_01_110	socioloog Rudi Laermans , die onlangs het Culturele regiem doorlichtte , is de hervorming zeer	". 	 De culturele ontzuiling is een feit , maar het cultuurbeleid droeg tot voor"	genegen	genegen/adj/de_standaard_20020725_01_110/531	genegen/adj
247	de_morgen_20020330_01_44	en zich naar de hemel te begeven . Peter weigert vlakaf en veroorzaakt zo een	rel die aanleiding geeft tot een goddelijk tribunaal om uit de impasse te komen .	hemelse	hemels/adj/de_morgen_20020330_01_44/121	hemels/adj
248	volkskrant_20000824_41	vriend Gianni Berengo Gardin de ' alledaagse werkelijkheid van ontwerpen en bouwen als vreugdevol en	mensenwerk ' heeft vastgelegd . In Arcams galerie aan het Waterlooplein opent 7 september een	harmonisch	harmonisch/adj/volkskrant_20000824_41/1310	harmonisch/adj
249	het_laatste_nieuws_20020312_01_9	en ben weggegaan andquot; . Bleven natuurlijk nog wel wat vragen . Is dat allemaal	gegaan ? andquot; Moe riep een beetje . Zo van andapos; Ho , ho ,	geluidloos	geluidloos/adj/het_laatste_nieuws_20020312_01_9/387	geluidloos/adj
250	de_morgen_20010523_01_17	"grote ruimte hing de stilte van 	 gezamenlijk geestelijk werk 	 , van een 	"	"concert 	 . Plotseling viel een geluid in de oren dat aanzwol en even weer"	geluidloos	geluidloos/adj/de_morgen_20010523_01_17/347	geluidloos/adj
251	volkskrant_20000520_210	aarde bedreigen . Helaas is er tot nu weinig bewijs gevonden voor de inslag van	objecten . Toch houden wetenschappers rekening met de inslag van ' The Big One '	hemelse	hemels/adj/volkskrant_20000520_210/262	hemels/adj
252	volkskrant_20011231_104	zijn land . Een dag nadat de eerste bommen waren gevallen voorzag hij ' een	genocide ' van miljoenen onschuldige burgers die toen al aan de rand van de hongerdood	geluidloze	geluidloos/adj/volkskrant_20011231_104/294	geluidloos/adj
253	volkskrant_19990118_110	landen die zonder kwade intenties ' dergelijke voorstellen hebben gedaan . Met welke landen Bagdad	is te praten , werd niet gezegd . Reuters , AFP , AP Bagdad heeft	genegen	genegen/adj/volkskrant_19990118_110/49	genegen/adj
254	het_nieuwsblad_20020405_01_472	zien met daarin de wervelende vogels en - heel hoog - de krijtstrepen die speelgoedvliegtuigjes	trekken op zoek naar verre horizonten . Als een kind zou ik je weer bij	geluidloos	geluidloos/adj/het_nieuwsblad_20020405_01_472/68	geluidloos/adj
255	het_laatste_nieuws_20000923_01_463	van de Vlaamse Opera ontpopte , zingt voor het eerst Mimi . Voor wie deze	productie nog niet meemaakte : waarschijnlijk is dit de laatste kans . Vlaamse Opera -	hemelse	hemels/adj/het_laatste_nieuws_20000923_01_463/880	hemels/adj
256	parool_20020601_54	een arm buigen hoor je keihard scharnieren piepen . De duetten daartussen zijn van een	schoonheid . Met lange , elegante lijnen verglijden de lichamen langs en door elkaar ,	hemelse	hemels/adj/parool_20020601_54/290	hemels/adj
257	volkskrant_20011206_176	voorziet . Niemand die zo hulpeloos en argeloos kijken kan , of verongelijkt , of	. Kijk , daar gaat ze , direct na afloop van de film , de	hemels	hemels/adj/volkskrant_20011206_176/473	hemels/adj
258	de_standaard_20040505_01_103	al zijn er zelfs kleinere Angelsaksische aandeelhouders van Telenet die de intrede van Malone niet	zouden zijn . De vraag die bij sommige Belgische aandeelhouders van Telenet ( de Gimv	genegen	genegen/adj/de_standaard_20040505_01_103/314	genegen/adj
259	nrc_handelsblad_20021011_2470	leidt een Schenker-analyse het grote geheel van een compositie schematisch terug tot een klein aantal	wendingen , en verduidelijkt de analyse zo het overkoepelend verband tussen melodienoten en akkoorden	harmonische	harmonisch/adj/nrc_handelsblad_20021011_2470/18	harmonisch/adj
260	het_laatste_nieuws_20020816_01_452	. Dromen , ideeën en daden : geen sportleider heeft die drie bouwstenen van beleid	met elkaar verbonden . Daarnaast kon Mollet geld ( laten ) mobiliseren om , na	harmonischer	harmonisch/adj/het_laatste_nieuws_20020816_01_452/344	harmonisch/adj
261	het_nieuwsblad_20020104_01_530	, zorgt het Koninklijk A Capellakoor uit Ertvelde onder leiding van Marcel Van Cauwenberghe voor	klanken . De bekende Pliets-Pletspresentator Johan Dhaene praat het geheel aan elkaar . Wie het	hemelse	hemels/adj/het_nieuwsblad_20020104_01_530/534	hemels/adj
262	volkskrant_20000114_85	zich ook daar in een fictieve wereld . Die van Boy , de roman even	als een stomme film van J. Bernlef , de schrijver die met ijzeren regelmaat personages	geluidloos	geluidloos/adj/volkskrant_20000114_85/1375	geluidloos/adj
263	de_morgen_20021204_01_19	gijzelaars die doodgeschoten konden worden als vergelding voor aanslagen op lieden die het Duitse regime	waren . Hard tegen hard , en waar gehakt wordt , vallen spaanders . De	genegen	genegen/adj/de_morgen_20021204_01_19/152	genegen/adj
264	de_morgen_20020213_01_125	in een normale zangersloopbaan zullen tegenkomen . Zo zullen jonge operazangers moeilijk leren hun stem	met een orkestsonoriteit te verweven , ook al omdat ze tegen een te groot orkestvolume	harmonisch	harmonisch/adj/de_morgen_20020213_01_125/132	harmonisch/adj
265	nrc_handelsblad_19991217_51	, het tijdelijke los van het eeuwige , het aardse werd voorgoed gescheiden van het	. Dat is het probleem met onze de doden : ze zijn zo verschrikkelijk dood	hemelse	hemels/adj/nrc_handelsblad_19991217_51/850	hemels/adj
266	de_morgen_20010811_01_74	mezzanine van het chique Hôtel Meurice aan de Parijse rue Rivoli lopen de schoonheidsspecialisten vrijwel	door de gangen ; als er gesproken wordt , is het bijna op fluistertoon .	geluidloos	geluidloos/adj/de_morgen_20010811_01_74/24	geluidloos/adj
267	parool_20020601_139	- een zeer elitaire houding , waarmee hij Puccini tekort deed . In ritmisch ,	en stilistisch opzicht ging die namelijk soms vrij ver , en in Turandot zijn daarvan	harmonisch	harmonisch/adj/parool_20020601_139/2047	harmonisch/adj
268	het_nieuwsblad_19990412_01_213	"heeft Zeeuws-Vlaanderen ook wat te bieden . 	 Ook Frans Lievens lijkt deze grensoverschrijdende gedachte"		genegen	genegen/adj/het_nieuwsblad_19990412_01_213/423	genegen/adj
269	de_morgen_20040224_01_50	dan niet bij de opvolgers ? Het was een idee dat ook andere VLD'ers wel	"waren . 	 Zo zouden we de CD&V meteen een hak zetten 	 , aldus"	genegen	genegen/adj/de_morgen_20040224_01_50/550	genegen/adj
270	volkskrant_19990619_61	dan in sterkere mate , treft het zeven-punten-plan van de LVT . Monopolies zijn weinig	om vanuit zichzelf efficiënter en effectiever te worden . Een alternatief is het inspelen op	genegen	genegen/adj/volkskrant_19990619_61/1848	genegen/adj
271	het_nieuwsblad_20030705_01_182	sirenes die in de omgeving van nucleaire centra en Sevesobedrijven zijn opgesteld . Dat gebeurt	. Sedert oktober 2002 worden viermaal per jaar luide tests gehouden . De eerstvolgende keer	geluidloos	geluidloos/adj/het_nieuwsblad_20030705_01_182/69	geluidloos/adj
272	volkskrant_20010802_25	vervangster van Ofelia Sala , van Channels opname van Schrekers liederen , waarin de prachtigste	vondsten afgewisseld worden met onverteerbare clichés . Indrukwekkend pianospel van Mees . Krzysztof Penderecki ,	harmonische	harmonisch/adj/volkskrant_20010802_25/55	harmonisch/adj
273	de_standaard_20020608_01_85	. De Europese Commissie heeft informeel al laten weten dat ze de plannen van Durant	is . De formele goedkeuring kan er pas komen als de teksten in koninklijke besluiten	genegen	genegen/adj/de_standaard_20020608_01_85/421	genegen/adj
274	nrc_handelsblad_20031227_266	Een falsettostem met zijn relatief lang openstaande stemplooien klinkt rein door het ontbreken van hogere	. Schutte : ` ` Klassieke zangeressen , vooral de sopranen en mezzosopranen , zingen	harmonischen	harmonisch/adj/nrc_handelsblad_20031227_266/16	harmonisch/adj
275	de_standaard_20010802_01_102	Luther King . De samenzang van The Beach Boys bleef een impliciete verwijzing naar een	verleden . In de documentaire Paradiso life komen ook andere bands aan bod zoals de	harmonischer	harmonisch/adj/de_standaard_20010802_01_102/203	harmonisch/adj
276	het_nieuwsblad_20011129_01_636	Nieuw is bovendien het initiatief om mensen te mobiliseren die de Ronde van Vlaanderen bijzonder	zijn . Daartoe werd binnen het hele concept een nieuwe vereniging , De Flandriens '	genegen	genegen/adj/het_nieuwsblad_20011129_01_636/378	genegen/adj
277	de_morgen_20020405_01_44	pluralistische scholen uit te bouwen . Centraal in dat openschoolproject staat het streven naar de	ontwikkeling van de totale persoonlijkheid van de leerling in de groei naar volwassenheid en burgerzin	harmonische	harmonisch/adj/de_morgen_20020405_01_44/529	harmonisch/adj
278	de_standaard_19990805_01_82	compositie is de muur belangrijk . Berio vertrekt , naar eigen zeggen , van een	vlakte waaruit zich alles ontwikkelt . De componist zet de modernste verworvenheden in , maar	harmonische	harmonisch/adj/de_standaard_19990805_01_82/248	harmonisch/adj
279	volkskrant_20000316_110	dat alle tegenstellingen in zich verenigt en opheft , en het leven als totale en	werkelijkheid begrijpt . De glasschilderingen van Van Doesburg laten zien hoe wonderschoon en evenwichtig die	harmonische	harmonisch/adj/volkskrant_20000316_110/1537	harmonisch/adj
280	het_nieuwsblad_20010705_01_482	Peter Hoogland om 16.30 uur languit gaat voor de lange babbel . Het weekend wordt	afgesloten met de harde rock , loeiende gitaren en dreunende beats van Noiz .	harmonisch	harmonisch/adj/het_nieuwsblad_20010705_01_482/407	harmonisch/adj
281	het_laatste_nieuws_20041224_01_804	van de energiesector tien jaar terug . De Russische ondernemers zijn deze hele vaudeville niet	. andquot; De hele wereld lacht met ons andquot; , jammeren zij . Poetin versterkt	genegen	genegen/adj/het_laatste_nieuws_20041224_01_804/262	genegen/adj
282	algemeen_dagblad_20011006_128	op een vijand schieten en doorrennen . Op pagina R7 Geluidloos doden met blote handen	doden met blote handen Vervolg van pagina R1 Zowel fysiek als psychisch moet een CT-lid	Geluidloos	geluidloos/adj/algemeen_dagblad_20011006_128/860	geluidloos/adj
283	algemeen_dagblad_20011006_128	te overwinnen , dan die voor diens vuurwapen . Ze leren met hun blote handen	te doden en iemand met één haal of steek van een mes uit te schakelen	geluidloos	geluidloos/adj/algemeen_dagblad_20011006_128/1102	geluidloos/adj
284	nrc_handelsblad_20040419_10	nu toe is mislukt - iets waartoe de president zich op zijn persconferentie niet bepaald	toonde . Maar hij moet beseffen dat de Iraakse politiek - en niet de Amerikaanse	genegen	genegen/adj/nrc_handelsblad_20040419_10/119	genegen/adj
285	de_morgen_20000223_01_29	voorstanders van euthanasie en zij die de actieve levensbeëindiging op verzoek van de patiënt niet	zijn , maar er leren mee leven . Deze laatsten zweren bij hoog en bij	genegen	genegen/adj/de_morgen_20000223_01_29/88	genegen/adj
286	algemeen_dagblad_20030530_17	"mooi . Daar moet ik nog steeds aan denken . 	 Zijn blik vervaagt ."	"herkauwt hij de woorden van de abt . 	 Hier word je ook opgebaard ."	Geluidloos	geluidloos/adj/algemeen_dagblad_20030530_17/222	geluidloos/adj
287	de_standaard_20041106_01_107	"gebouwen speelt hierin een rol . 	 Het is duidelijk dat Gielen niet het idee"	is van een Mexicaans leger , met meer leidinggevenden dan soldaten op het terrein .	genegen	genegen/adj/de_standaard_20041106_01_107/418	genegen/adj
288	het_laatste_nieuws_20030129_01_630	voor een locatie naast het asielcentrum op Linkeroever . Een keuze die het Antwerps stadsbestuur	was . De extra gevangenis moest de overbevolking van de Begijnenstraat opvangen . Tot bleek	genegen	genegen/adj/het_laatste_nieuws_20030129_01_630/80	genegen/adj
289	parool_20040410_103	citeert uit de koran . Een vrouw houdt een groene paraplu omhoog . Ze huilt	. Weer verplaatst de grijze kolonne zich , nu naar de voorkant van het hospitium	geluidloos	geluidloos/adj/parool_20040410_103/23	geluidloos/adj
290	het_nieuwsblad_20001021_01_75	partijvoorzitter van de Vlaamse christen-democraten maakt er geen geheim van dat hij een politieke hergroepering	is en dat hij daarbij in de eerste plaats naar VU&ID kijkt	genegen	genegen/adj/het_nieuwsblad_20001021_01_75/428	genegen/adj
291	de_standaard_20010409_01_32	de Kaaitheaterstudio . De artistieke directie van toen was die voorstelling of de theatergroep niet	. Het is een wonder dat het stuk een paar dagen heeft gelopen . Thomas	genegen	genegen/adj/de_standaard_20010409_01_32/382	genegen/adj
292	volkskrant_20000422_169	trekken slagen de laatsten erin kruis en gekruisigde omhoog te krijgen . Even verschijnt een	schreeuw op Chito's gezicht als het kruis wordt opgetakeld . Daarna gaat ook Bob de	geluidloze	geluidloos/adj/volkskrant_20000422_169/2048	geluidloos/adj
293	de_standaard_20020720_01_52	kunt de Biesbosch ook op andere manieren doorkruisen , bijvoorbeeld met de Fluisterboot ( een	boot zonder krentenbrood en conversatie ) van de familie Peeters , die bevertochten en vroege	geluidloze	geluidloos/adj/de_standaard_20020720_01_52/827	geluidloos/adj
294	nrc_handelsblad_20011116_147	ging staan , wankelde en viel . Minutenlang bleef hij op de grond liggen ,	huilend , zijn vuisten gebald . ' De beurtelings hysterische en bloedeloze stijl ( met	geluidloos	geluidloos/adj/nrc_handelsblad_20011116_147/534	geluidloos/adj
295	het_nieuwsblad_20000404_01_524	. Hetzelfde voor sluikstorten . Aan de andere kant is niet iedereen ons milieuwerk heel	. Nabij de Heulebeek plantten wij begin vorig jaar een rij Canadese populieren aan .	genegen	genegen/adj/het_nieuwsblad_20000404_01_524/305	genegen/adj
296	het_laatste_nieuws_20000412_01_775	nog uit voor dat scenario . Ook curator Eddy Van Camp liet uitschijnen die piste	te zijn . Van de werknemers blijven er zeker 65 ( van de 85 )	genegen	genegen/adj/het_laatste_nieuws_20000412_01_775/60	genegen/adj
297	parool_20011204_29	, wel degelijk binnen de daarvoor gestelde criteria vielen . Artsen zijn echter niet altijd	ernstig zieke of gehandicapte mensen bij te staan als zij dood willen . Soms aarzelt	genegen	genegen/adj/parool_20011204_29/101	genegen/adj
298	volkskrant_20000510_100	een apparaat aan en gelukkig ook weer af . Zelf is Harry ook verre van	. Hij wenst de hele buurt goedemorgen - de hele dag . ' Goedemorgen dame	geluidloos	geluidloos/adj/volkskrant_20000510_100/157	geluidloos/adj
299	de_standaard_20000515_01_49	bestaande . Daardoor zouden ze onzichtbaar zijn vanop het strand . Verder zouden ze vrijwel	zijn en hoger dan de bestaande op de havendam in Zeebrugge . Het project past	geluidloos	geluidloos/adj/de_standaard_20000515_01_49/183	geluidloos/adj
